[2023-07-25 02:57:45.901 PM] : 	ToServer/0ACFD54A - LOG,9,1690173389,BAR,572.0,
[2023-07-25 03:30:18.474 PM] : 	ToServer/CCCCC - LOG,9,1690263018,test,853,
[2023-07-25 03:30:18.474 PM] : 	ToServer/DDDDD - LOG,5,1690263018,test,3771,
[2023-07-25 03:30:18.474 PM] : 	ToServer/EEEEE - LOG,9,1690263018,test,6129,
[2023-07-25 03:30:18.476 PM] : 	{"id":2186891,"dateTimeUTC":"2023-07-25T05:30:16.896Z","timestampUTC":1690263016,"deviceId":"EEEEE","taskId":4,"logType":"test","logValue":6013,"logNote":""}
[2023-07-25 03:30:18.481 PM] : 	{"id":2186894,"dateTimeUTC":"2023-07-25T05:30:17.051Z","timestampUTC":1690263016,"deviceId":"EEEEE","taskId":3,"logType":"test","logValue":6683,"logNote":""}
[2023-07-25 03:30:18.481 PM] : 	{"id":2186848,"dateTimeUTC":"2023-07-25T05:30:16.895Z","timestampUTC":1690263016,"deviceId":"DDDDD","taskId":8,"logType":"test","logValue":8961,"logNote":""}
[2023-07-25 03:30:18.487 PM] : 	{"id":2186895,"dateTimeUTC":"2023-07-25T05:30:17.051Z","timestampUTC":1690263016,"deviceId":"DDDDD","taskId":1,"logType":"test","logValue":208,"logNote":""}
[2023-07-25 03:30:18.511 PM] : 	ToServer/AAAAAA - LOG,9,1690263018,test,1525,
[2023-07-25 03:30:18.511 PM] : 	ToServer/BBBBBB - LOG,3,1690263018,test,9010,
[2023-07-25 03:30:18.511 PM] : 	ToServer/CCCCC - LOG,7,1690263018,test,2254,
[2023-07-25 03:30:18.511 PM] : 	ToServer/DDDDD - LOG,8,1690263018,test,7316,
[2023-07-25 03:30:18.511 PM] : 	ToServer/EEEEE - LOG,1,1690263018,test,7480,
[2023-07-25 03:30:18.523 PM] : 	undefined
[2023-07-25 03:30:18.523 PM] : 	undefined
[2023-07-25 03:30:18.523 PM] : 	undefined
[2023-07-25 03:30:18.523 PM] : 	undefined
[2023-07-25 03:30:18.523 PM] : 	undefined
[2023-07-25 03:30:18.526 PM] : 	{"id":2186906,"dateTimeUTC":"2023-07-25T05:30:17.103Z","timestampUTC":1690263017,"deviceId":"EEEEE","taskId":1,"logType":"test","logValue":5656,"logNote":""}
[2023-07-25 03:30:18.526 PM] : 	{"id":2186905,"dateTimeUTC":"2023-07-25T05:30:17.103Z","timestampUTC":1690263017,"deviceId":"DDDDD","taskId":6,"logType":"test","logValue":96,"logNote":""}
[2023-07-25 03:30:18.526 PM] : 	{"id":2186903,"dateTimeUTC":"2023-07-25T05:30:17.102Z","timestampUTC":1690263017,"deviceId":"AAAAAA","taskId":9,"logType":"test","logValue":2649,"logNote":""}
[2023-07-25 03:30:18.526 PM] : 	{"id":2186902,"dateTimeUTC":"2023-07-25T05:30:17.103Z","timestampUTC":1690263017,"deviceId":"CCCCC","taskId":1,"logType":"test","logValue":7037,"logNote":""}
[2023-07-25 03:30:18.526 PM] : 	{"id":2186904,"dateTimeUTC":"2023-07-25T05:30:17.102Z","timestampUTC":1690263017,"deviceId":"BBBBBB","taskId":8,"logType":"test","logValue":7098,"logNote":""}
[2023-07-25 03:30:18.537 PM] : 	{"id":2186907,"dateTimeUTC":"2023-07-25T05:30:17.154Z","timestampUTC":1690263017,"deviceId":"AAAAAA","taskId":2,"logType":"test","logValue":3905,"logNote":""}
[2023-07-25 03:30:18.564 PM] : 	ToServer/AAAAAA - LOG,7,1690263018,test,1342,
[2023-07-25 03:30:18.565 PM] : 	ToServer/BBBBBB - LOG,5,1690263018,test,5087,
[2023-07-25 03:30:18.565 PM] : 	ToServer/CCCCC - LOG,7,1690263018,test,2423,
[2023-07-25 03:30:18.565 PM] : 	ToServer/DDDDD - LOG,6,1690263018,test,478,
[2023-07-25 03:30:18.565 PM] : 	ToServer/EEEEE - LOG,6,1690263018,test,7878,
[2023-07-25 03:30:18.572 PM] : 	undefined
[2023-07-25 03:30:18.573 PM] : 	undefined
[2023-07-25 03:30:18.573 PM] : 	undefined
[2023-07-25 03:30:18.573 PM] : 	undefined
[2023-07-25 03:30:18.573 PM] : 	undefined
[2023-07-25 03:30:18.582 PM] : 	{"id":2186914,"dateTimeUTC":"2023-07-25T05:30:17.155Z","timestampUTC":1690263017,"deviceId":"DDDDD","taskId":9,"logType":"test","logValue":6867,"logNote":""}
[2023-07-25 03:30:18.583 PM] : 	{"id":2186913,"dateTimeUTC":"2023-07-25T05:30:17.154Z","timestampUTC":1690263017,"deviceId":"BBBBBB","taskId":5,"logType":"test","logValue":6743,"logNote":""}
[2023-07-25 03:30:18.615 PM] : 	ToServer/AAAAAA - LOG,3,1690263018,test,7088,
[2023-07-25 03:30:18.615 PM] : 	ToServer/BBBBBB - LOG,1,1690263018,test,3717,
[2023-07-25 03:30:18.615 PM] : 	ToServer/CCCCC - LOG,6,1690263018,test,7814,
[2023-07-25 03:30:18.615 PM] : 	ToServer/DDDDD - LOG,6,1690263018,test,1426,
[2023-07-25 03:30:18.615 PM] : 	ToServer/EEEEE - LOG,2,1690263018,test,4782,
[2023-07-25 03:30:18.617 PM] : 	{"id":2186920,"dateTimeUTC":"2023-07-25T05:30:17.201Z","timestampUTC":1690263017,"deviceId":"AAAAAA","taskId":8,"logType":"test","logValue":5415,"logNote":""}
[2023-07-25 03:30:18.622 PM] : 	undefined
[2023-07-25 03:30:18.622 PM] : 	undefined
[2023-07-25 03:30:18.622 PM] : 	undefined
[2023-07-25 03:30:18.623 PM] : 	undefined
[2023-07-25 03:30:18.623 PM] : 	undefined
[2023-07-25 03:30:18.630 PM] : 	{"id":2186921,"dateTimeUTC":"2023-07-25T05:30:17.201Z","timestampUTC":1690263017,"deviceId":"BBBBBB","taskId":1,"logType":"test","logValue":7806,"logNote":""}
[2023-07-25 03:30:18.634 PM] : 	{"id":2186923,"dateTimeUTC":"2023-07-25T05:30:17.201Z","timestampUTC":1690263017,"deviceId":"DDDDD","taskId":7,"logType":"test","logValue":5176,"logNote":""}
[2023-07-25 03:30:18.640 PM] : 	{"id":2186922,"dateTimeUTC":"2023-07-25T05:30:17.201Z","timestampUTC":1690263017,"deviceId":"CCCCC","taskId":4,"logType":"test","logValue":3132,"logNote":""}
[2023-07-25 03:30:18.664 PM] : 	{"id":2186927,"dateTimeUTC":"2023-07-25T05:30:17.201Z","timestampUTC":1690263017,"deviceId":"EEEEE","taskId":2,"logType":"test","logValue":1874,"logNote":""}
[2023-07-25 03:30:18.664 PM] : 	ToServer/AAAAAA - LOG,0,1690263018,test,1002,
[2023-07-25 03:30:18.664 PM] : 	ToServer/BBBBBB - LOG,9,1690263018,test,1843,
[2023-07-25 03:30:18.664 PM] : 	ToServer/CCCCC - LOG,8,1690263018,test,9656,
[2023-07-25 03:30:18.664 PM] : 	ToServer/DDDDD - LOG,6,1690263018,test,5687,
[2023-07-25 03:30:18.664 PM] : 	ToServer/EEEEE - LOG,5,1690263018,test,2768,
[2023-07-25 03:30:18.673 PM] : 	undefined
[2023-07-25 03:30:18.673 PM] : 	undefined
[2023-07-25 03:30:18.673 PM] : 	undefined
[2023-07-25 03:30:18.673 PM] : 	undefined
[2023-07-25 03:30:18.673 PM] : 	undefined
[2023-07-25 03:30:18.687 PM] : 	{"id":2186930,"dateTimeUTC":"2023-07-25T05:30:17.254Z","timestampUTC":1690263017,"deviceId":"EEEEE","taskId":2,"logType":"test","logValue":3158,"logNote":""}
[2023-07-25 03:30:18.691 PM] : 	{"id":2186933,"dateTimeUTC":"2023-07-25T05:30:17.254Z","timestampUTC":1690263017,"deviceId":"AAAAAA","taskId":5,"logType":"test","logValue":5928,"logNote":""}
[2023-07-25 03:30:18.696 PM] : 	{"id":2186932,"dateTimeUTC":"2023-07-25T05:30:17.254Z","timestampUTC":1690263017,"deviceId":"DDDDD","taskId":1,"logType":"test","logValue":4393,"logNote":""}
[2023-07-25 03:30:18.696 PM] : 	{"id":2186931,"dateTimeUTC":"2023-07-25T05:30:17.254Z","timestampUTC":1690263017,"deviceId":"CCCCC","taskId":6,"logType":"test","logValue":4145,"logNote":""}
[2023-07-25 03:30:18.701 PM] : 	{"id":2186935,"dateTimeUTC":"2023-07-25T05:30:17.301Z","timestampUTC":1690263017,"deviceId":"BBBBBB","taskId":1,"logType":"test","logValue":2342,"logNote":""}
[2023-07-25 03:30:18.706 PM] : 	{"id":2186934,"dateTimeUTC":"2023-07-25T05:30:17.301Z","timestampUTC":1690263017,"deviceId":"AAAAAA","taskId":8,"logType":"test","logValue":6020,"logNote":""}
[2023-07-25 03:30:18.711 PM] : 	ToServer/AAAAAA - LOG,2,1690263018,test,7892,
[2023-07-25 03:30:18.711 PM] : 	ToServer/BBBBBB - LOG,2,1690263018,test,6618,
[2023-07-25 03:30:18.711 PM] : 	ToServer/CCCCC - LOG,1,1690263018,test,6707,
[2023-07-25 03:30:18.711 PM] : 	ToServer/DDDDD - LOG,9,1690263018,test,2668,
[2023-07-25 03:30:18.711 PM] : 	ToServer/EEEEE - LOG,3,1690263018,test,1671,
[2023-07-25 03:30:18.722 PM] : 	undefined
[2023-07-25 03:30:18.722 PM] : 	undefined
[2023-07-25 03:30:18.722 PM] : 	undefined
[2023-07-25 03:30:18.722 PM] : 	undefined
[2023-07-25 03:30:18.722 PM] : 	undefined
[2023-07-25 03:30:18.751 PM] : 	{"id":2186940,"dateTimeUTC":"2023-07-25T05:30:17.301Z","timestampUTC":1690263017,"deviceId":"DDDDD","taskId":3,"logType":"test","logValue":3525,"logNote":""}
[2023-07-25 03:30:18.751 PM] : 	{"id":2186941,"dateTimeUTC":"2023-07-25T05:30:17.301Z","timestampUTC":1690263017,"deviceId":"CCCCC","taskId":1,"logType":"test","logValue":9950,"logNote":""}
[2023-07-25 03:30:18.764 PM] : 	ToServer/AAAAAA - LOG,8,1690263018,test,8573,
[2023-07-25 03:30:18.764 PM] : 	ToServer/BBBBBB - LOG,3,1690263018,test,5891,
[2023-07-25 03:30:18.764 PM] : 	ToServer/CCCCC - LOG,9,1690263018,test,2822,
[2023-07-25 03:30:18.764 PM] : 	ToServer/DDDDD - LOG,5,1690263018,test,9483,
[2023-07-25 03:30:18.764 PM] : 	ToServer/EEEEE - LOG,3,1690263018,test,1740,
[2023-07-25 03:30:18.773 PM] : 	undefined
[2023-07-25 03:30:18.773 PM] : 	undefined
[2023-07-25 03:30:18.773 PM] : 	undefined
[2023-07-25 03:30:18.773 PM] : 	undefined
[2023-07-25 03:30:18.773 PM] : 	undefined
[2023-07-25 03:30:18.794 PM] : 	{"id":2186947,"dateTimeUTC":"2023-07-25T05:30:17.350Z","timestampUTC":1690263017,"deviceId":"AAAAAA","taskId":7,"logType":"test","logValue":2807,"logNote":""}
[2023-07-25 03:30:18.794 PM] : 	{"id":2186944,"dateTimeUTC":"2023-07-25T05:30:17.301Z","timestampUTC":1690263017,"deviceId":"EEEEE","taskId":7,"logType":"test","logValue":8766,"logNote":""}
[2023-07-25 03:30:18.794 PM] : 	{"id":2186945,"dateTimeUTC":"2023-07-25T05:30:17.350Z","timestampUTC":1690263017,"deviceId":"DDDDD","taskId":8,"logType":"test","logValue":9631,"logNote":""}
[2023-07-25 03:30:18.816 PM] : 	ToServer/AAAAAA - LOG,7,1690263018,test,8148,
[2023-07-25 03:30:18.816 PM] : 	ToServer/BBBBBB - LOG,7,1690263018,test,618,
[2023-07-25 03:30:18.816 PM] : 	ToServer/CCCCC - LOG,5,1690263018,test,219,
[2023-07-25 03:30:18.816 PM] : 	ToServer/DDDDD - LOG,7,1690263018,test,5807,
[2023-07-25 03:30:18.816 PM] : 	ToServer/EEEEE - LOG,0,1690263018,test,6986,
[2023-07-25 03:30:18.824 PM] : 	undefined
[2023-07-25 03:30:18.824 PM] : 	undefined
[2023-07-25 03:30:18.824 PM] : 	undefined
[2023-07-25 03:30:18.824 PM] : 	undefined
[2023-07-25 03:30:18.824 PM] : 	undefined
[2023-07-25 03:30:18.830 PM] : 	{"id":2186956,"dateTimeUTC":"2023-07-25T05:30:17.350Z","timestampUTC":1690263017,"deviceId":"BBBBBB","taskId":4,"logType":"test","logValue":4177,"logNote":""}
[2023-07-25 03:30:18.850 PM] : 	{"id":2186957,"dateTimeUTC":"2023-07-25T05:30:17.350Z","timestampUTC":1690263017,"deviceId":"EEEEE","taskId":5,"logType":"test","logValue":3353,"logNote":""}
[2023-07-25 03:30:18.850 PM] : 	{"id":2186958,"dateTimeUTC":"2023-07-25T05:30:17.404Z","timestampUTC":1690263017,"deviceId":"AAAAAA","taskId":6,"logType":"test","logValue":5718,"logNote":""}
[2023-07-25 03:30:18.859 PM] : 	{"id":2186963,"dateTimeUTC":"2023-07-25T05:30:17.404Z","timestampUTC":1690263017,"deviceId":"BBBBBB","taskId":2,"logType":"test","logValue":1860,"logNote":""}
[2023-07-25 03:30:18.866 PM] : 	ToServer/AAAAAA - LOG,3,1690263018,test,18,
[2023-07-25 03:30:18.866 PM] : 	ToServer/BBBBBB - LOG,6,1690263018,test,8474,
[2023-07-25 03:30:18.866 PM] : 	ToServer/CCCCC - LOG,0,1690263018,test,7870,
[2023-07-25 03:30:18.866 PM] : 	ToServer/DDDDD - LOG,7,1690263018,test,22,
[2023-07-25 03:30:18.866 PM] : 	ToServer/EEEEE - LOG,4,1690263018,test,1280,
[2023-07-25 03:30:18.872 PM] : 	{"id":2186965,"dateTimeUTC":"2023-07-25T05:30:17.405Z","timestampUTC":1690263017,"deviceId":"DDDDD","taskId":9,"logType":"test","logValue":3611,"logNote":""}
[2023-07-25 03:30:18.873 PM] : 	{"id":2186966,"dateTimeUTC":"2023-07-25T05:30:17.458Z","timestampUTC":1690263017,"deviceId":"AAAAAA","taskId":7,"logType":"test","logValue":1240,"logNote":""}
[2023-07-25 03:30:18.873 PM] : 	{"id":2186964,"dateTimeUTC":"2023-07-25T05:30:17.405Z","timestampUTC":1690263017,"deviceId":"EEEEE","taskId":9,"logType":"test","logValue":4827,"logNote":""}
[2023-07-25 03:30:18.875 PM] : 	undefined
[2023-07-25 03:30:18.875 PM] : 	undefined
[2023-07-25 03:30:18.876 PM] : 	undefined
[2023-07-25 03:30:18.876 PM] : 	undefined
[2023-07-25 03:30:18.876 PM] : 	undefined
[2023-07-25 03:30:18.915 PM] : 	ToServer/AAAAAA - LOG,0,1690263018,test,5324,
[2023-07-25 03:30:18.915 PM] : 	ToServer/BBBBBB - LOG,4,1690263018,test,4528,
[2023-07-25 03:30:18.915 PM] : 	ToServer/CCCCC - LOG,7,1690263018,test,6570,
[2023-07-25 03:30:18.915 PM] : 	ToServer/DDDDD - LOG,4,1690263018,test,7929,
[2023-07-25 03:30:18.915 PM] : 	ToServer/EEEEE - LOG,9,1690263018,test,3884,
[2023-07-25 03:30:18.916 PM] : 	{"id":2186968,"dateTimeUTC":"2023-07-25T05:30:17.458Z","timestampUTC":1690263017,"deviceId":"CCCCC","taskId":7,"logType":"test","logValue":1012,"logNote":""}
[2023-07-25 03:30:18.916 PM] : 	{"id":2186969,"dateTimeUTC":"2023-07-25T05:30:17.458Z","timestampUTC":1690263017,"deviceId":"BBBBBB","taskId":9,"logType":"test","logValue":3022,"logNote":""}
[2023-07-25 03:30:18.926 PM] : 	undefined
[2023-07-25 03:30:18.926 PM] : 	undefined
[2023-07-25 03:30:18.926 PM] : 	undefined
[2023-07-25 03:30:18.926 PM] : 	undefined
[2023-07-25 03:30:18.926 PM] : 	undefined
[2023-07-25 03:30:18.962 PM] : 	{"id":2186977,"dateTimeUTC":"2023-07-25T05:30:17.508Z","timestampUTC":1690263017,"deviceId":"AAAAAA","taskId":3,"logType":"test","logValue":4874,"logNote":""}
[2023-07-25 03:30:18.968 PM] : 	ToServer/AAAAAA - LOG,5,1690263018,test,7408,
[2023-07-25 03:30:18.968 PM] : 	ToServer/BBBBBB - LOG,4,1690263018,test,9125,
[2023-07-25 03:30:18.968 PM] : 	ToServer/CCCCC - LOG,7,1690263018,test,1921,
[2023-07-25 03:30:18.968 PM] : 	ToServer/DDDDD - LOG,9,1690263018,test,3106,
[2023-07-25 03:30:18.968 PM] : 	ToServer/EEEEE - LOG,5,1690263018,test,2670,
[2023-07-25 03:30:18.969 PM] : 	{"id":2186979,"dateTimeUTC":"2023-07-25T05:30:17.458Z","timestampUTC":1690263017,"deviceId":"EEEEE","taskId":6,"logType":"test","logValue":3243,"logNote":""}
[2023-07-25 03:30:18.969 PM] : 	{"id":2186978,"dateTimeUTC":"2023-07-25T05:30:17.458Z","timestampUTC":1690263017,"deviceId":"DDDDD","taskId":4,"logType":"test","logValue":8272,"logNote":""}
[2023-07-25 03:30:18.978 PM] : 	undefined
[2023-07-25 03:30:18.978 PM] : 	undefined
[2023-07-25 03:30:18.978 PM] : 	undefined
[2023-07-25 03:30:18.978 PM] : 	undefined
[2023-07-25 03:30:18.978 PM] : 	undefined
[2023-07-25 03:30:18.987 PM] : 	{"id":2186980,"dateTimeUTC":"2023-07-25T05:30:17.509Z","timestampUTC":1690263017,"deviceId":"CCCCC","taskId":8,"logType":"test","logValue":9039,"logNote":""}
[2023-07-25 03:30:19.014 PM] : 	{"id":2186986,"dateTimeUTC":"2023-07-25T05:30:17.509Z","timestampUTC":1690263017,"deviceId":"BBBBBB","taskId":8,"logType":"test","logValue":2710,"logNote":""}
[2023-07-25 03:30:19.014 PM] : 	{"id":2186987,"dateTimeUTC":"2023-07-25T05:30:17.509Z","timestampUTC":1690263017,"deviceId":"EEEEE","taskId":5,"logType":"test","logValue":3119,"logNote":""}
[2023-07-25 03:30:19.015 PM] : 	{"id":2186988,"dateTimeUTC":"2023-07-25T05:30:17.509Z","timestampUTC":1690263017,"deviceId":"DDDDD","taskId":8,"logType":"test","logValue":8106,"logNote":""}
[2023-07-25 03:30:19.018 PM] : 	ToServer/AAAAAA - LOG,2,1690263018,test,6665,
[2023-07-25 03:30:19.018 PM] : 	ToServer/BBBBBB - LOG,3,1690263018,test,7084,
[2023-07-25 03:30:19.018 PM] : 	ToServer/CCCCC - LOG,8,1690263018,test,4537,
[2023-07-25 03:30:19.018 PM] : 	ToServer/DDDDD - LOG,8,1690263018,test,7706,
[2023-07-25 03:30:19.018 PM] : 	ToServer/EEEEE - LOG,3,1690263018,test,810,
[2023-07-25 03:30:19.029 PM] : 	undefined
[2023-07-25 03:30:19.029 PM] : 	undefined
[2023-07-25 03:30:19.029 PM] : 	undefined
[2023-07-25 03:30:19.029 PM] : 	undefined
[2023-07-25 03:30:19.029 PM] : 	undefined
[2023-07-25 03:30:19.031 PM] : 	{"id":2186989,"dateTimeUTC":"2023-07-25T05:30:17.556Z","timestampUTC":1690263017,"deviceId":"AAAAAA","taskId":5,"logType":"test","logValue":8100,"logNote":""}
[2023-07-25 03:30:19.039 PM] : 	{"id":2186991,"dateTimeUTC":"2023-07-25T05:30:17.556Z","timestampUTC":1690263017,"deviceId":"BBBBBB","taskId":7,"logType":"test","logValue":4224,"logNote":""}
[2023-07-25 03:30:19.045 PM] : 	{"id":2186990,"dateTimeUTC":"2023-07-25T05:30:17.557Z","timestampUTC":1690263017,"deviceId":"CCCCC","taskId":4,"logType":"test","logValue":4269,"logNote":""}
[2023-07-25 03:30:19.045 PM] : 	{"id":2186950,"dateTimeUTC":"2023-07-25T05:30:17.350Z","timestampUTC":1690263017,"deviceId":"CCCCC","taskId":4,"logType":"test","logValue":7616,"logNote":""}
[2023-07-25 03:30:19.066 PM] : 	ToServer/AAAAAA - LOG,3,1690263018,test,8239,
[2023-07-25 03:30:19.066 PM] : 	ToServer/BBBBBB - LOG,3,1690263018,test,868,
[2023-07-25 03:30:19.066 PM] : 	ToServer/CCCCC - LOG,1,1690263018,test,5251,
[2023-07-25 03:30:19.066 PM] : 	ToServer/DDDDD - LOG,0,1690263018,test,88,
[2023-07-25 03:30:19.066 PM] : 	ToServer/EEEEE - LOG,4,1690263018,test,3066,
[2023-07-25 03:30:19.079 PM] : 	undefined
[2023-07-25 03:30:19.079 PM] : 	undefined
[2023-07-25 03:30:19.079 PM] : 	undefined
[2023-07-25 03:30:19.079 PM] : 	undefined
[2023-07-25 03:30:19.079 PM] : 	undefined
[2023-07-25 03:30:19.087 PM] : 	{"id":2186997,"dateTimeUTC":"2023-07-25T05:30:17.557Z","timestampUTC":1690263017,"deviceId":"DDDDD","taskId":3,"logType":"test","logValue":1265,"logNote":""}
[2023-07-25 03:30:19.087 PM] : 	{"id":2186998,"dateTimeUTC":"2023-07-25T05:30:17.557Z","timestampUTC":1690263017,"deviceId":"EEEEE","taskId":6,"logType":"test","logValue":7481,"logNote":""}
[2023-07-25 03:30:19.119 PM] : 	ToServer/AAAAAA - LOG,9,1690263019,test,1724,
[2023-07-25 03:30:19.119 PM] : 	ToServer/BBBBBB - LOG,9,1690263019,test,9779,
[2023-07-25 03:30:19.119 PM] : 	ToServer/CCCCC - LOG,9,1690263019,test,1754,
[2023-07-25 03:30:19.119 PM] : 	ToServer/DDDDD - LOG,1,1690263019,test,5290,
[2023-07-25 03:30:19.119 PM] : 	ToServer/EEEEE - LOG,8,1690263019,test,4281,
[2023-07-25 03:30:19.124 PM] : 	{"id":2187003,"dateTimeUTC":"2023-07-25T05:30:17.611Z","timestampUTC":1690263017,"deviceId":"AAAAAA","taskId":1,"logType":"test","logValue":1019,"logNote":""}
[2023-07-25 03:30:19.129 PM] : 	undefined
[2023-07-25 03:30:19.129 PM] : 	undefined
[2023-07-25 03:30:19.129 PM] : 	undefined
[2023-07-25 03:30:19.129 PM] : 	undefined
[2023-07-25 03:30:19.129 PM] : 	undefined
[2023-07-25 03:30:19.136 PM] : 	{"id":2187004,"dateTimeUTC":"2023-07-25T05:30:17.611Z","timestampUTC":1690263017,"deviceId":"BBBBBB","taskId":9,"logType":"test","logValue":496,"logNote":""}
[2023-07-25 03:30:19.143 PM] : 	{"id":2187006,"dateTimeUTC":"2023-07-25T05:30:17.611Z","timestampUTC":1690263017,"deviceId":"DDDDD","taskId":6,"logType":"test","logValue":7506,"logNote":""}
[2023-07-25 03:30:19.143 PM] : 	{"id":2187005,"dateTimeUTC":"2023-07-25T05:30:17.611Z","timestampUTC":1690263017,"deviceId":"CCCCC","taskId":3,"logType":"test","logValue":8069,"logNote":""}
[2023-07-25 03:30:19.170 PM] : 	ToServer/AAAAAA - LOG,0,1690263019,test,3926,
[2023-07-25 03:30:19.170 PM] : 	ToServer/BBBBBB - LOG,7,1690263019,test,2072,
[2023-07-25 03:30:19.170 PM] : 	ToServer/CCCCC - LOG,5,1690263019,test,3557,
[2023-07-25 03:30:19.170 PM] : 	ToServer/DDDDD - LOG,1,1690263019,test,8308,
[2023-07-25 03:30:19.170 PM] : 	ToServer/EEEEE - LOG,8,1690263019,test,558,
[2023-07-25 03:30:19.179 PM] : 	undefined
[2023-07-25 03:30:19.179 PM] : 	undefined
[2023-07-25 03:30:19.179 PM] : 	undefined
[2023-07-25 03:30:19.179 PM] : 	undefined
[2023-07-25 03:30:19.179 PM] : 	undefined
[2023-07-25 03:30:19.180 PM] : 	{"id":2187012,"dateTimeUTC":"2023-07-25T05:30:17.659Z","timestampUTC":1690263017,"deviceId":"BBBBBB","taskId":4,"logType":"test","logValue":5596,"logNote":""}
[2023-07-25 03:30:19.187 PM] : 	{"id":2187014,"dateTimeUTC":"2023-07-25T05:30:17.659Z","timestampUTC":1690263017,"deviceId":"DDDDD","taskId":2,"logType":"test","logValue":4453,"logNote":""}
[2023-07-25 03:30:19.187 PM] : 	{"id":2187013,"dateTimeUTC":"2023-07-25T05:30:17.659Z","timestampUTC":1690263017,"deviceId":"CCCCC","taskId":1,"logType":"test","logValue":2409,"logNote":""}
[2023-07-25 03:30:19.191 PM] : 	{"id":2187015,"dateTimeUTC":"2023-07-25T05:30:17.659Z","timestampUTC":1690263017,"deviceId":"EEEEE","taskId":1,"logType":"test","logValue":3276,"logNote":""}
[2023-07-25 03:30:19.198 PM] : 	{"id":2187016,"dateTimeUTC":"2023-07-25T05:30:17.707Z","timestampUTC":1690263017,"deviceId":"CCCCC","taskId":9,"logType":"test","logValue":7449,"logNote":""}
[2023-07-25 03:30:19.208 PM] : 	{"id":2187021,"dateTimeUTC":"2023-07-25T05:30:17.706Z","timestampUTC":1690263017,"deviceId":"AAAAAA","taskId":4,"logType":"test","logValue":5276,"logNote":""}
[2023-07-25 03:30:19.208 PM] : 	{"id":2187022,"dateTimeUTC":"2023-07-25T05:30:17.706Z","timestampUTC":1690263017,"deviceId":"BBBBBB","taskId":3,"logType":"test","logValue":9828,"logNote":""}
[2023-07-25 03:30:19.216 PM] : 	ToServer/AAAAAA - LOG,0,1690263019,test,3524,
[2023-07-25 03:30:19.217 PM] : 	ToServer/BBBBBB - LOG,2,1690263019,test,3918,
[2023-07-25 03:30:19.217 PM] : 	ToServer/CCCCC - LOG,1,1690263019,test,2708,
[2023-07-25 03:30:19.217 PM] : 	ToServer/DDDDD - LOG,2,1690263019,test,6640,
[2023-07-25 03:30:19.217 PM] : 	ToServer/EEEEE - LOG,6,1690263019,test,8308,
[2023-07-25 03:30:19.229 PM] : 	undefined
[2023-07-25 03:30:19.229 PM] : 	undefined
[2023-07-25 03:30:19.229 PM] : 	undefined
[2023-07-25 03:30:19.229 PM] : 	undefined
[2023-07-25 03:30:19.229 PM] : 	undefined
[2023-07-25 03:30:19.246 PM] : 	{"id":2187023,"dateTimeUTC":"2023-07-25T05:30:17.707Z","timestampUTC":1690263017,"deviceId":"DDDDD","taskId":1,"logType":"test","logValue":3896,"logNote":""}
[2023-07-25 03:30:19.246 PM] : 	{"id":2187024,"dateTimeUTC":"2023-07-25T05:30:17.707Z","timestampUTC":1690263017,"deviceId":"EEEEE","taskId":7,"logType":"test","logValue":3661,"logNote":""}
[2023-07-25 03:30:19.270 PM] : 	ToServer/AAAAAA - LOG,2,1690263019,test,3125,
[2023-07-25 03:30:19.270 PM] : 	ToServer/BBBBBB - LOG,7,1690263019,test,5196,
[2023-07-25 03:30:19.270 PM] : 	ToServer/CCCCC - LOG,4,1690263019,test,5155,
[2023-07-25 03:30:19.270 PM] : 	ToServer/DDDDD - LOG,0,1690263019,test,8714,
[2023-07-25 03:30:19.270 PM] : 	ToServer/EEEEE - LOG,1,1690263019,test,6041,
[2023-07-25 03:30:19.280 PM] : 	undefined
[2023-07-25 03:30:19.280 PM] : 	undefined
[2023-07-25 03:30:19.280 PM] : 	undefined
[2023-07-25 03:30:19.280 PM] : 	undefined
[2023-07-25 03:30:19.280 PM] : 	undefined
[2023-07-25 03:30:19.280 PM] : 	{"id":2187029,"dateTimeUTC":"2023-07-25T05:30:17.757Z","timestampUTC":1690263017,"deviceId":"BBBBBB","taskId":7,"logType":"test","logValue":1985,"logNote":""}
[2023-07-25 03:30:19.298 PM] : 	{"id":2187030,"dateTimeUTC":"2023-07-25T05:30:17.757Z","timestampUTC":1690263017,"deviceId":"DDDDD","taskId":7,"logType":"test","logValue":1957,"logNote":""}
[2023-07-25 03:30:19.304 PM] : 	{"id":2187031,"dateTimeUTC":"2023-07-25T05:30:17.757Z","timestampUTC":1690263017,"deviceId":"EEEEE","taskId":4,"logType":"test","logValue":1489,"logNote":""}
